proposal_created_by,5feimx18jM2hK2rvZnQHRsjhSeCkHAiLeQZDuJkU2fPc
proposal_created_timestamp,1773690807
proposal_created_iso,2026-03-16T19:53:27.000Z
proposal_lifecycle_status,Active
proposal_lifecycle_updated_timestamp,1773690817
proposal_lifecycle_updated_iso,2026-03-16T19:53:37.000Z
voting_start_timestamp,1773690780
voting_start_iso,2026-03-16T19:53:00.000Z
voting_end_timestamp,1773691020
voting_end_iso,2026-03-16T19:57:00.000Z
proposal_title,4
proposal_description,4
proposal_options,A | B

wallet,solnauta_nfts,torrino_nfts,A,B,voting_power,timestamp,signature
